Body Type,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission,Sex_female,Sex_male,Airfryer,Grill,Microwave,Oven,Stove,Glass,Metal,Paper,Plastic
2.0,1.0,1.0,1.0,2.0,5.0,0.0,238,3.0,5086,0.0,2,21,29,3,2.0,3463,1,1,0,0,0,0,1,0,1,1,1
0.0,3.0,2.0,1.0,1.0,0.0,1.0,268,0.0,739,0.0,3,14,16,4,0.0,957,0,1,0,0,0,1,0,1,1,1,1
3.0,0.0,2.0,0.0,2.0,5.0,1.0,73,2.0,5447,1.0,7,24,25,10,1.0,4058,0,1,0,0,0,0,1,0,0,0,1
0.0,3.0,3.0,0.0,2.0,4.0,0.0,289,0.0,9462,2.0,4,18,37,0,1.0,4302,1,1,1,1,1,1,1,0,0,0,1
2.0,0.0,3.0,3.0,0.0,0.0,0.0,182,0.0,12,3.0,7,13,29,2,1.0,1898,1,1,1,1,0,0,0,1,1,0,0
1.0,0.0,1.0,3.0,1.0,0.0,2.0,255,3.0,542,0.0,3,7,47,22,1.0,2672,1,1,0,0,0,0,1,1,0,1,0
0.0,1.0,2.0,0.0,0.0,0.0,2.0,96,0.0,3,1.0,5,20,21,1,0.0,874,0,1,0,0,0,0,0,0,0,1,1
2.0,2.0,3.0,3.0,0.0,0.0,2.0,268,0.0,39,2.0,1,9,2,16,1.0,1005,1,1,1,1,0,0,0,1,1,1,0
3.0,2.0,3.0,1.0,2.0,4.0,0.0,293,1.0,3251,0.0,1,3,35,6,1.0,2991,0,1,1,1,1,0,0,1,0,1,0
3.0,1.0,2.0,3.0,2.0,2.0,1.0,184,0.0,3206,3.0,7,1,21,11,0.0,2693,1,1,1,1,0,0,0,1,0,1,0
3.0,1.0,3.0,2.0,2.0,5.0,2.0,154,3.0,4619,2.0,5,11,12,20,1.0,3998,1,1,0,0,0,1,0,0,0,1,1
2.0,0.0,2.0,1.0,2.0,2.0,2.0,141,1.0,9077,2.0,6,17,2,21,1.0,2778,1,1,1,1,0,1,0,1,1,1,1
2.0,2.0,1.0,0.0,2.0,4.0,1.0,185,0.0,2015,0.0,5,21,34,21,1.0,1985,1,1,1,1,0,0,1,1,0,0,0
1.0,1.0,3.0,2.0,2.0,4.0,2.0,247,0.0,7587,1.0,4,14,3,16,0.0,3796,0,1,0,0,1,0,0,1,1,1,0
3.0,2.0,2.0,1.0,0.0,0.0,2.0,255,3.0,96,3.0,7,19,15,18,2.0,3927,0,1,0,0,1,1,0,1,1,1,1
2.0,0.0,0.0,0.0,0.0,0.0,2.0,210,1.0,50,0.0,5,13,46,11,0.0,1365,0,1,0,0,0,0,1,1,1,1,1
1.0,1.0,0.0,0.0,0.0,0.0,2.0,199,2.0,96,3.0,3,9,10,1,2.0,1401,1,1,1,1,0,0,0,0,0,1,0
2.0,1.0,2.0,2.0,0.0,0.0,0.0,230,2.0,18,3.0,7,7,11,15,2.0,2678,1,1,0,0,1,1,1,0,0,0,0
3.0,0.0,1.0,0.0,2.0,3.0,0.0,131,3.0,1205,0.0,2,19,46,5,1.0,3188,0,1,1,1,1,1,1,0,1,0,1
2.0,2.0,1.0,3.0,1.0,0.0,0.0,247,1.0,1694,2.0,6,20,14,13,0.0,1703,1,1,1,1,0,0,0,1,1,1,1
3.0,2.0,1.0,1.0,2.0,5.0,2.0,262,3.0,5847,2.0,6,16,5,1,1.0,4928,0,1,1,1,0,0,1,1,0,1,0
3.0,1.0,1.0,2.0,2.0,1.0,0.0,122,1.0,4277,3.0,7,8,49,3,0.0,2997,0,1,1,1,1,0,1,1,0,0,1
2.0,2.0,3.0,2.0,1.0,0.0,0.0,162,1.0,1498,2.0,4,15,13,19,2.0,1608,0,1,0,0,0,0,0,1,1,0,1
1.0,3.0,3.0,1.0,0.0,0.0,0.0,274,2.0,1,2.0,2,5,18,1,1.0,1545,1,1,0,0,0,1,1,1,0,1,1
1.0,0.0,2.0,1.0,1.0,0.0,0.0,235,3.0,1692,1.0,3,24,13,2,2.0,2516,0,1,0,0,1,1,1,1,0,0,1
2.0,1.0,3.0,3.0,0.0,0.0,2.0,123,0.0,86,0.0,3,9,41,13,1.0,1900,0,1,1,1,1,1,1,0,1,0,1
1.0,3.0,1.0,1.0,1.0,0.0,1.0,209,1.0,1468,1.0,5,19,33,13,1.0,2064,0,1,1,1,1,1,1,0,1,0,1
2.0,0.0,0.0,3.0,1.0,0.0,1.0,109,0.0,1680,3.0,1,6,44,23,0.0,1321,1,1,0,0,1,1,0,1,1,1,1
3.0,3.0,3.0,0.0,1.0,0.0,2.0,199,2.0,1867,1.0,2,2,26,3,0.0,2078,1,1,1,1,1,0,1,1,0,0,0
3.0,2.0,2.0,3.0,0.0,0.0,1.0,288,0.0,12,1.0,6,0,49,12,0.0,2183,1,1,1,1,1,1,0,1,0,0,0
3.0,1.0,0.0,2.0,0.0,0.0,2.0,165,3.0,18,2.0,3,14,38,11,1.0,2884,1,1,1,1,1,0,1,1,1,1,0
2.0,1.0,3.0,1.0,0.0,0.0,0.0,296,0.0,35,2.0,7,2,12,17,1.0,1745,0,1,1,1,1,1,1,1,1,0,1
2.0,2.0,0.0,0.0,0.0,0.0,1.0,94,1.0,10,2.0,7,1,35,18,0.0,1730,0,1,0,0,0,0,0,0,1,1,1
3.0,3.0,1.0,0.0,2.0,1.0,0.0,160,2.0,2820,0.0,4,20,16,8,2.0,1650,1,1,0,0,1,1,1,1,0,0,1
2.0,1.0,3.0,0.0,2.0,2.0,2.0,199,1.0,1881,1.0,7,13,17,16,1.0,1659,1,1,1,1,0,0,1,0,0,1,1
1.0,2.0,3.0,1.0,0.0,0.0,2.0,187,1.0,80,3.0,4,11,31,20,0.0,1964,1,1,1,1,0,1,1,0,0,0,0
3.0,0.0,0.0,3.0,2.0,2.0,1.0,100,2.0,8575,0.0,1,19,32,13,2.0,3373,1,1,1,1,0,1,0,1,1,0,0
2.0,1.0,3.0,3.0,0.0,0.0,0.0,128,2.0,74,1.0,4,6,44,13,0.0,2158,1,1,0,0,0,0,0,0,1,0,0
2.0,2.0,1.0,1.0,0.0,0.0,0.0,90,1.0,4,1.0,7,6,5,16,1.0,1492,0,1,0,0,0,1,0,1,0,0,1
0.0,1.0,3.0,1.0,0.0,0.0,1.0,159,0.0,98,1.0,7,0,34,19,0.0,1443,1,1,1,1,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,1.0,0.0,2.0,52,3.0,704,2.0,6,5,36,1,2.0,2360,1,1,1,1,0,0,0,0,0,1,0
3.0,0.0,1.0,1.0,1.0,0.0,0.0,267,2.0,558,1.0,2,20,44,15,2.0,2531,0,1,1,1,0,0,0,1,0,0,0
1.0,2.0,2.0,0.0,2.0,2.0,0.0,210,2.0,768,2.0,7,8,45,3,1.0,2605,0,1,1,1,0,1,1,1,0,0,1
0.0,3.0,2.0,1.0,0.0,0.0,1.0,111,3.0,79,2.0,7,6,36,10,1.0,3192,0,1,1,1,0,1,1,0,1,0,1
1.0,1.0,0.0,1.0,0.0,0.0,0.0,93,1.0,38,2.0,2,4,32,14,2.0,1116,1,1,0,0,0,0,0,1,0,1,1
2.0,1.0,0.0,3.0,1.0,0.0,0.0,248,2.0,1495,1.0,6,12,21,8,1.0,1944,1,1,1,1,0,0,1,1,1,1,0
2.0,0.0,1.0,2.0,0.0,0.0,0.0,72,3.0,98,0.0,3,20,22,3,1.0,2119,1,1,0,0,1,0,0,0,0,1,0
2.0,1.0,3.0,1.0,1.0,0.0,2.0,53,0.0,444,2.0,1,0,19,9,2.0,897,1,1,0,0,1,0,0,0,1,1,0
2.0,3.0,3.0,3.0,2.0,2.0,1.0,189,2.0,317,1.0,7,12,10,5,1.0,2191,1,1,0,0,0,0,1,0,1,0,0
0.0,2.0,1.0,3.0,2.0,1.0,1.0,59,2.0,6204,1.0,6,4,0,3,2.0,1358,1,1,0,0,1,0,0,0,1,1,0
3.0,3.0,0.0,0.0,2.0,5.0,0.0,118,1.0,5175,1.0,6,3,42,18,0.0,3538,0,1,1,1,0,1,0,0,0,0,0
0.0,3.0,1.0,2.0,0.0,0.0,0.0,291,2.0,82,0.0,3,20,11,0,1.0,1413,1,1,0,0,1,1,0,0,1,0,0
0.0,1.0,1.0,1.0,1.0,0.0,1.0,151,3.0,238,3.0,6,1,25,1,0.0,2310,0,1,0,0,0,0,1,1,1,1,1
2.0,0.0,1.0,1.0,2.0,2.0,2.0,228,1.0,6239,1.0,6,18,29,18,2.0,2951,0,1,1,1,0,1,0,0,1,1,1
0.0,3.0,1.0,0.0,0.0,0.0,0.0,57,0.0,70,1.0,7,6,14,5,0.0,842,1,1,0,0,1,1,1,0,0,0,1
1.0,0.0,2.0,3.0,2.0,2.0,2.0,181,1.0,9914,2.0,3,0,23,2,1.0,2983,1,1,1,1,1,0,1,0,0,0,1
1.0,0.0,0.0,2.0,1.0,0.0,0.0,210,2.0,515,2.0,1,16,24,24,2.0,1857,0,1,0,0,1,1,1,0,1,0,1
3.0,0.0,1.0,2.0,1.0,0.0,1.0,261,0.0,1405,3.0,4,6,22,2,1.0,1453,1,1,1,1,1,0,1,0,1,1,1
0.0,1.0,2.0,0.0,0.0,0.0,1.0,275,0.0,28,2.0,3,22,28,7,1.0,1090,1,1,1,1,1,1,1,0,0,1,0
2.0,0.0,1.0,2.0,1.0,0.0,1.0,281,2.0,237,1.0,6,7,4,5,2.0,1765,0,1,1,1,0,0,0,1,0,1,1
1.0,0.0,2.0,0.0,0.0,0.0,0.0,171,0.0,68,0.0,3,15,0,18,2.0,620,0,1,0,0,0,0,1,0,0,0,1
1.0,3.0,2.0,0.0,0.0,0.0,0.0,77,0.0,59,2.0,4,1,8,8,1.0,798,0,1,0,0,1,1,1,0,1,1,0
3.0,3.0,0.0,2.0,0.0,0.0,1.0,237,0.0,45,0.0,7,24,6,18,2.0,1195,1,1,0,0,0,0,0,0,1,1,0
2.0,2.0,2.0,0.0,2.0,4.0,2.0,65,3.0,7864,0.0,4,18,19,2,0.0,5032,1,1,1,1,0,0,0,0,1,0,0
3.0,0.0,3.0,3.0,1.0,0.0,0.0,221,1.0,1641,0.0,6,17,39,1,0.0,1836,0,1,0,0,0,0,1,0,1,1,1
3.0,2.0,0.0,2.0,1.0,0.0,1.0,136,0.0,1431,2.0,3,19,37,19,2.0,1858,0,1,0,0,1,1,0,1,1,1,0
3.0,0.0,3.0,1.0,2.0,2.0,2.0,127,0.0,9991,1.0,3,22,32,0,2.0,3402,0,1,0,0,1,1,0,1,1,0,0
1.0,3.0,2.0,3.0,2.0,3.0,1.0,51,0.0,1504,0.0,6,6,1,22,0.0,1329,1,1,0,0,1,0,0,1,0,0,0
3.0,1.0,2.0,0.0,1.0,0.0,1.0,238,1.0,1277,2.0,3,12,7,13,0.0,1388,1,1,1,1,1,0,1,1,0,0,0
3.0,1.0,1.0,1.0,1.0,0.0,0.0,137,0.0,484,3.0,6,0,15,8,1.0,1558,1,1,0,0,1,1,1,1,0,1,0
2.0,1.0,1.0,3.0,2.0,1.0,1.0,261,1.0,9418,0.0,3,17,40,8,1.0,1418,1,1,0,0,1,0,1,1,1,1,0
2.0,2.0,2.0,0.0,0.0,0.0,1.0,178,3.0,40,1.0,5,14,17,22,0.0,2515,0,1,0,0,1,1,1,1,0,1,1
1.0,0.0,2.0,3.0,2.0,3.0,2.0,238,2.0,9022,3.0,6,12,43,19,0.0,4466,1,1,0,0,1,1,1,0,1,1,0
2.0,1.0,0.0,3.0,2.0,4.0,1.0,79,3.0,931,2.0,1,20,34,8,1.0,3158,0,1,0,0,1,0,0,1,0,0,1
0.0,2.0,3.0,0.0,0.0,0.0,1.0,227,1.0,9,3.0,7,4,39,13,2.0,1894,1,1,1,1,0,1,0,1,1,0,0
2.0,1.0,3.0,3.0,1.0,0.0,0.0,126,2.0,1197,0.0,1,10,42,13,1.0,1904,1,1,0,0,0,0,1,1,0,1,1
0.0,2.0,1.0,3.0,1.0,0.0,2.0,187,0.0,1466,3.0,1,24,43,6,1.0,1396,1,1,1,1,1,0,1,1,1,1,0
3.0,1.0,0.0,2.0,0.0,0.0,2.0,135,2.0,49,2.0,1,5,0,9,1.0,1343,1,1,0,0,1,0,1,0,1,0,1
3.0,3.0,2.0,1.0,2.0,1.0,1.0,72,2.0,3598,2.0,6,1,38,14,2.0,2432,1,1,1,1,1,1,1,0,1,1,1
0.0,1.0,1.0,0.0,2.0,4.0,2.0,128,0.0,6793,0.0,3,5,29,19,2.0,3074,1,1,0,0,1,0,0,0,0,0,0
3.0,1.0,2.0,0.0,2.0,1.0,0.0,147,0.0,2325,1.0,3,10,37,3,2.0,1034,1,1,0,0,1,0,0,0,1,0,1
3.0,2.0,3.0,0.0,0.0,0.0,0.0,240,2.0,94,3.0,5,2,27,7,0.0,2248,1,1,1,1,0,1,1,1,1,0,0
2.0,0.0,0.0,1.0,2.0,2.0,1.0,209,2.0,2209,1.0,5,5,2,10,1.0,2341,0,1,1,1,0,1,0,1,0,0,0
0.0,0.0,1.0,1.0,1.0,0.0,2.0,100,2.0,488,3.0,4,24,41,19,2.0,2246,1,1,0,0,0,0,1,0,0,0,0
3.0,0.0,2.0,0.0,1.0,0.0,1.0,84,1.0,1885,0.0,7,13,21,4,0.0,1179,0,1,0,0,0,0,0,1,1,0,1
2.0,2.0,2.0,2.0,2.0,4.0,2.0,138,2.0,6364,1.0,3,23,1,13,2.0,4877,0,1,1,1,1,1,0,0,0,0,0
1.0,0.0,2.0,3.0,0.0,0.0,1.0,273,0.0,9,0.0,7,19,27,13,2.0,1455,1,1,1,1,0,1,1,1,0,0,1
2.0,3.0,1.0,2.0,1.0,0.0,2.0,286,3.0,324,1.0,4,22,40,23,0.0,3130,1,1,0,0,1,0,1,1,0,0,0
3.0,0.0,1.0,3.0,0.0,0.0,1.0,188,3.0,5,0.0,6,6,21,23,1.0,2826,1,1,0,0,0,1,0,0,0,1,1
2.0,2.0,2.0,1.0,0.0,0.0,2.0,233,1.0,80,3.0,1,12,3,6,1.0,1462,0,1,1,1,1,1,0,0,1,0,0
0.0,2.0,3.0,2.0,0.0,0.0,1.0,256,3.0,22,3.0,2,24,36,22,1.0,2389,1,1,1,1,0,0,0,1,1,1,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,127,3.0,80,0.0,5,4,26,10,2.0,1792,1,1,1,1,1,0,0,1,1,0,1
0.0,2.0,2.0,3.0,1.0,0.0,2.0,159,2.0,1537,0.0,4,13,14,11,1.0,1809,1,1,1,1,0,1,1,1,0,0,0
0.0,0.0,3.0,1.0,0.0,0.0,1.0,167,3.0,67,0.0,2,22,13,7,0.0,1844,1,1,1,1,0,0,0,0,1,0,1
0.0,2.0,1.0,2.0,0.0,0.0,2.0,50,0.0,53,1.0,1,15,45,7,2.0,1161,1,1,1,1,0,0,0,0,0,1,0
2.0,2.0,2.0,3.0,2.0,5.0,1.0,250,0.0,1805,3.0,5,10,6,21,1.0,2570,0,1,1,1,1,1,0,1,0,0,1
2.0,2.0,2.0,2.0,1.0,0.0,1.0,180,1.0,1918,0.0,2,2,28,10,0.0,1201,1,1,1,1,1,0,0,1,1,1,0
2.0,1.0,3.0,1.0,2.0,5.0,1.0,160,1.0,759,2.0,5,6,38,23,1.0,2289,0,1,0,0,1,1,0,1,0,1,0
1.0,0.0,1.0,2.0,0.0,0.0,0.0,68,0.0,49,0.0,5,3,22,10,2.0,854,1,1,0,0,0,0,1,0,1,0,1
2.0,0.0,1.0,2.0,0.0,0.0,2.0,119,3.0,40,2.0,6,4,47,8,1.0,2888,1,1,1,1,1,1,0,0,1,1,1
3.0,1.0,3.0,1.0,2.0,1.0,0.0,250,2.0,6704,2.0,3,9,45,21,2.0,2271,1,1,1,1,0,0,1,1,0,1,1
0.0,3.0,1.0,0.0,0.0,0.0,0.0,65,1.0,44,0.0,1,6,4,4,2.0,369,0,1,0,0,0,1,0,1,1,1,0
0.0,2.0,2.0,3.0,0.0,0.0,0.0,95,3.0,29,2.0,6,2,5,0,1.0,2487,0,1,1,1,0,0,0,1,0,1,0
1.0,0.0,2.0,0.0,0.0,0.0,1.0,62,1.0,69,2.0,3,9,20,3,1.0,1033,0,1,1,1,0,0,0,0,1,0,1
0.0,1.0,1.0,2.0,2.0,4.0,1.0,279,3.0,1982,1.0,3,6,15,1,0.0,2933,0,1,1,1,1,1,0,0,0,1,1
0.0,1.0,1.0,3.0,2.0,1.0,0.0,232,2.0,9685,3.0,7,16,20,3,2.0,2594,0,1,0,0,1,0,0,0,0,1,0
1.0,2.0,3.0,3.0,1.0,0.0,0.0,293,2.0,934,2.0,1,9,29,1,1.0,1765,1,1,1,1,0,0,1,0,1,1,0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,158,3.0,16,2.0,3,17,50,12,0.0,2212,1,1,0,0,1,0,0,1,1,1,1
0.0,0.0,1.0,1.0,0.0,0.0,1.0,120,3.0,96,0.0,3,4,34,11,0.0,1890,1,1,0,0,0,0,0,0,1,0,1
1.0,3.0,2.0,1.0,0.0,0.0,2.0,196,1.0,77,0.0,1,13,43,21,1.0,1380,1,1,0,0,0,0,1,1,1,1,0
3.0,0.0,3.0,1.0,0.0,0.0,2.0,83,3.0,49,0.0,2,18,15,23,0.0,2235,1,1,0,0,0,0,1,1,0,1,1
1.0,3.0,2.0,3.0,2.0,2.0,1.0,211,3.0,9626,1.0,2,0,24,9,1.0,4181,0,1,1,1,0,1,0,1,1,1,0
0.0,3.0,3.0,2.0,2.0,2.0,2.0,70,3.0,4996,2.0,1,14,36,8,2.0,3352,0,1,1,1,0,1,0,1,1,0,1
0.0,1.0,1.0,2.0,0.0,0.0,2.0,166,2.0,55,3.0,7,12,35,22,0.0,2732,0,1,1,1,1,1,1,0,1,0,0
3.0,2.0,0.0,0.0,0.0,0.0,0.0,71,1.0,99,1.0,5,19,3,16,1.0,986,1,1,0,0,0,0,1,1,0,0,0
1.0,0.0,0.0,3.0,1.0,0.0,0.0,188,3.0,1304,0.0,3,14,21,20,2.0,2721,0,1,0,0,0,1,1,1,0,0,1
1.0,2.0,3.0,1.0,0.0,0.0,2.0,253,3.0,22,3.0,2,0,19,19,1.0,2776,0,1,0,0,1,0,1,0,0,1,0
3.0,2.0,1.0,0.0,1.0,0.0,2.0,223,2.0,1262,0.0,5,7,28,16,2.0,1878,1,1,1,1,1,1,1,1,1,1,1
3.0,3.0,2.0,1.0,1.0,0.0,1.0,109,1.0,1156,1.0,1,18,12,22,2.0,1366,1,1,1,1,1,1,0,1,0,1,1
2.0,0.0,0.0,3.0,0.0,0.0,0.0,268,0.0,78,1.0,4,11,32,24,1.0,1525,1,1,1,1,1,1,1,1,1,0,0
0.0,2.0,1.0,0.0,0.0,0.0,1.0,240,1.0,40,2.0,6,22,5,12,2.0,1148,1,1,1,1,0,0,0,0,1,0,1
3.0,1.0,2.0,3.0,1.0,0.0,2.0,158,2.0,525,3.0,6,5,31,20,2.0,3406,0,1,1,1,1,1,0,0,1,1,0
1.0,0.0,3.0,2.0,1.0,0.0,1.0,195,3.0,204,0.0,7,14,26,0,2.0,2521,0,1,1,1,0,0,1,0,1,1,0
0.0,0.0,3.0,2.0,1.0,0.0,2.0,193,1.0,618,1.0,7,18,1,9,0.0,1479,0,1,0,0,0,1,1,0,0,0,1
3.0,2.0,0.0,3.0,1.0,0.0,0.0,63,3.0,1993,2.0,4,2,2,13,2.0,2732,1,1,0,0,0,0,0,0,0,1,0
2.0,3.0,1.0,2.0,2.0,2.0,2.0,101,2.0,9727,2.0,7,7,50,23,2.0,4786,0,1,1,1,1,1,0,1,1,0,1
1.0,1.0,3.0,0.0,0.0,0.0,1.0,254,2.0,20,2.0,5,14,33,17,0.0,1862,1,1,0,0,0,0,0,0,0,0,1
1.0,1.0,1.0,3.0,0.0,0.0,0.0,197,0.0,48,3.0,3,6,14,1,1.0,1150,0,1,0,0,1,1,1,1,1,1,1
2.0,2.0,1.0,2.0,2.0,5.0,0.0,152,3.0,8082,0.0,1,10,3,9,0.0,3824,1,1,1,1,1,0,0,0,0,0,1
3.0,3.0,1.0,2.0,0.0,0.0,1.0,281,2.0,77,1.0,3,13,26,22,2.0,2813,0,1,0,0,1,1,0,0,1,0,0
3.0,2.0,2.0,2.0,1.0,0.0,2.0,223,0.0,1975,1.0,2,15,47,2,0.0,1968,0,1,0,0,1,0,0,1,1,0,0
0.0,2.0,3.0,0.0,2.0,1.0,2.0,140,3.0,1542,1.0,7,24,48,11,1.0,2401,1,1,1,1,1,0,0,0,1,1,0
2.0,1.0,1.0,1.0,1.0,0.0,1.0,199,3.0,554,0.0,7,1,27,7,2.0,2805,0,1,0,0,0,0,1,0,0,1,1
0.0,1.0,2.0,2.0,1.0,0.0,0.0,152,1.0,1030,2.0,1,0,21,16,0.0,1117,0,1,0,0,0,1,0,1,1,0,0
2.0,3.0,3.0,0.0,0.0,0.0,2.0,247,2.0,86,2.0,2,10,27,16,2.0,1861,1,1,0,0,1,0,1,1,1,0,1
3.0,0.0,0.0,3.0,1.0,0.0,0.0,219,2.0,22,3.0,5,21,17,20,1.0,2554,1,1,1,1,0,0,1,1,0,0,1
0.0,2.0,0.0,2.0,0.0,0.0,1.0,245,3.0,62,3.0,5,17,19,14,0.0,2206,1,1,1,1,0,0,0,1,1,1,0
2.0,0.0,3.0,3.0,0.0,0.0,0.0,252,3.0,8,2.0,7,5,22,21,0.0,3581,0,1,0,0,0,1,0,0,1,0,1
2.0,3.0,2.0,3.0,1.0,0.0,2.0,259,3.0,1028,1.0,3,10,16,1,2.0,3026,1,1,1,1,1,0,0,0,0,0,1
0.0,1.0,3.0,0.0,0.0,0.0,0.0,189,3.0,22,2.0,1,1,2,23,0.0,1527,1,1,1,1,0,0,1,0,0,1,0
3.0,2.0,1.0,1.0,0.0,0.0,2.0,118,2.0,98,1.0,2,3,20,6,0.0,2067,0,1,1,1,1,0,1,1,1,0,0
3.0,3.0,1.0,0.0,1.0,0.0,0.0,120,3.0,211,0.0,6,11,19,23,1.0,2559,0,1,1,1,0,0,1,0,1,1,1
0.0,1.0,3.0,1.0,2.0,4.0,2.0,262,1.0,1074,0.0,3,12,30,17,0.0,1965,0,1,0,0,1,1,1,1,1,0,0
2.0,3.0,3.0,0.0,1.0,0.0,2.0,134,2.0,1620,2.0,3,3,1,18,0.0,1797,0,1,0,0,1,0,0,0,1,0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,232,1.0,74,2.0,5,10,39,22,1.0,1179,1,1,1,1,0,1,1,1,1,1,1
0.0,0.0,3.0,1.0,2.0,1.0,2.0,256,3.0,1048,3.0,1,17,1,24,0.0,2292,0,1,1,1,1,1,1,1,0,0,1
3.0,2.0,0.0,0.0,0.0,0.0,2.0,137,1.0,46,2.0,1,21,18,3,2.0,1040,0,1,0,0,0,0,1,0,1,1,1
3.0,2.0,2.0,0.0,1.0,0.0,0.0,253,1.0,1561,2.0,3,1,35,18,2.0,1624,1,1,1,1,1,0,0,1,1,0,1
0.0,1.0,1.0,1.0,0.0,0.0,2.0,112,2.0,88,2.0,5,16,4,1,1.0,1473,0,1,0,0,0,0,0,0,1,1,1
2.0,3.0,0.0,2.0,1.0,0.0,1.0,202,2.0,119,0.0,4,3,33,3,0.0,1945,1,1,1,1,1,0,0,0,1,0,0
0.0,2.0,2.0,1.0,1.0,0.0,0.0,195,3.0,505,0.0,1,9,20,6,1.0,1666,1,1,0,0,0,0,0,1,1,1,1
3.0,2.0,0.0,3.0,2.0,4.0,0.0,251,0.0,6959,3.0,1,19,26,18,2.0,4808,0,1,1,1,0,0,1,0,1,0,1
0.0,1.0,1.0,1.0,0.0,0.0,2.0,277,1.0,57,2.0,7,21,28,20,1.0,1823,1,1,0,0,1,0,0,0,0,1,1
1.0,0.0,2.0,1.0,0.0,0.0,1.0,214,0.0,30,3.0,3,13,35,13,1.0,1284,1,1,1,1,1,0,1,1,0,1,1
3.0,0.0,2.0,1.0,1.0,0.0,1.0,275,3.0,733,1.0,1,17,22,6,1.0,2597,1,1,0,0,0,0,1,0,0,0,1
2.0,0.0,1.0,1.0,0.0,0.0,1.0,183,3.0,34,3.0,7,20,12,10,2.0,2822,1,1,1,1,1,0,1,0,0,1,1
2.0,0.0,2.0,3.0,0.0,0.0,0.0,175,3.0,88,1.0,3,4,10,7,1.0,2607,0,1,0,0,1,0,1,0,0,1,0
1.0,0.0,2.0,0.0,2.0,5.0,0.0,95,0.0,3954,2.0,6,1,16,1,0.0,1967,0,1,0,0,0,1,0,1,1,0,0
3.0,2.0,3.0,2.0,1.0,0.0,2.0,253,2.0,1378,3.0,3,22,44,16,0.0,2809,1,1,0,0,0,1,1,0,0,1,1
3.0,0.0,1.0,2.0,1.0,0.0,0.0,133,2.0,664,0.0,7,19,50,6,0.0,2361,1,1,1,1,1,0,0,0,0,1,0
1.0,0.0,0.0,0.0,1.0,0.0,2.0,202,0.0,1699,0.0,5,14,47,2,0.0,855,1,1,0,0,0,0,0,1,1,1,1
1.0,2.0,2.0,1.0,1.0,0.0,0.0,226,1.0,1702,0.0,2,3,8,2,0.0,1263,0,1,1,1,1,1,1,0,0,0,1
0.0,2.0,2.0,2.0,0.0,0.0,1.0,147,0.0,41,2.0,7,2,33,23,0.0,1437,1,1,1,1,0,1,1,0,1,1,1
3.0,1.0,2.0,0.0,0.0,0.0,0.0,256,3.0,5,2.0,6,19,33,6,1.0,2942,1,1,0,0,0,0,1,0,0,0,0
3.0,2.0,0.0,1.0,2.0,1.0,1.0,256,2.0,3390,2.0,6,0,20,9,0.0,2500,0,1,1,1,1,0,0,1,1,1,0
2.0,2.0,1.0,3.0,1.0,0.0,2.0,111,2.0,1242,0.0,7,12,32,22,1.0,2394,1,1,0,0,1,0,0,0,1,0,1
3.0,3.0,2.0,0.0,1.0,0.0,1.0,155,2.0,671,2.0,5,9,31,3,1.0,2511,0,1,1,1,1,1,0,0,0,1,1
2.0,0.0,2.0,3.0,2.0,1.0,0.0,172,0.0,9035,1.0,7,17,48,9,2.0,1641,1,1,0,0,0,0,1,1,1,1,1
0.0,0.0,3.0,3.0,1.0,0.0,1.0,77,2.0,358,3.0,7,18,14,16,1.0,2458,0,1,1,1,1,1,0,1,1,1,0
3.0,0.0,2.0,2.0,0.0,0.0,0.0,175,1.0,10,1.0,2,21,44,18,0.0,2059,0,1,1,1,0,1,1,0,0,0,0
3.0,1.0,1.0,2.0,1.0,0.0,1.0,81,1.0,427,2.0,1,7,50,16,1.0,1985,0,1,0,0,0,1,1,0,0,0,1
1.0,0.0,2.0,0.0,1.0,0.0,1.0,242,3.0,1191,1.0,2,18,12,23,2.0,2192,0,1,1,1,0,1,1,0,1,1,1
1.0,0.0,0.0,0.0,1.0,0.0,2.0,170,1.0,196,1.0,1,9,2,6,1.0,627,0,1,0,0,0,0,0,1,0,1,0
0.0,2.0,0.0,1.0,2.0,1.0,2.0,233,3.0,1144,2.0,2,11,10,20,0.0,2418,0,1,1,1,0,0,1,1,1,0,0
1.0,1.0,2.0,2.0,0.0,0.0,0.0,204,3.0,76,2.0,2,21,9,9,0.0,1851,1,1,0,0,1,1,1,0,1,1,0
3.0,2.0,3.0,0.0,0.0,0.0,2.0,176,2.0,99,0.0,3,23,44,9,2.0,1814,1,1,0,0,0,0,1,1,1,1,1
0.0,2.0,0.0,1.0,2.0,3.0,1.0,181,2.0,2767,0.0,2,19,38,1,0.0,2091,1,1,0,0,0,1,1,0,1,0,1
0.0,1.0,2.0,2.0,1.0,0.0,0.0,270,1.0,717,2.0,1,23,25,7,2.0,1492,0,1,1,1,0,0,1,0,0,0,1
